Artist	Image	English Caption	Korean Caption
Edgar_Degas	Edgar_Degas_85.jpg	a painting of two ballet dancers in a room	방에 있는 두 개의 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_86.jpg	a painting of two ballet dancers in a doorway	문간에 있는 두 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_87.jpg	a painting of a group of men playing musical instruments	악기를 연주하는 남자 무리의 그림
Edgar_Degas	Edgar_Degas_88.jpg	a painting of a group of ballet dancers	발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_89.jpg	a painting of a group of dancers	무용수 모임의 그림
Edgar_Degas	Edgar_Degas_90.jpg	a painting of a group of ballet dancers	발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_91.jpg	a painting of three ballet dancers in a performance	공연에서 발레 무용수 세 명의 그림
Edgar_Degas	Edgar_Degas_92.jpg	a painting of a group of women dancing	여자들이 춤을 추는 그룹의 그림
Edgar_Degas	Edgar_Degas_93.jpg	a painting of a ballet dancer	발레 무용수의 그림
Edgar_Degas	Edgar_Degas_94.jpg	a painting of a group of dancers	무용수 모임의 그림
Edgar_Degas	Edgar_Degas_95.jpg	a painting of a group of dancers in a ballet	발레에서 춤을 추는 무용수들의 그림
Edgar_Degas	Edgar_Degas_96.jpg	a drawing of a woman embracing a tree	나무를 둘러싸고 있는 여자의 그림
Edgar_Degas	Edgar_Degas_97.jpg	a painting of a woman playing with a dog on the beach	해변에서 개와 함께 놀고 있는 여성의 그림
Edgar_Degas	Edgar_Degas_98.jpg	a painting of a woman sitting at a table	테이블에 앉아 있는 여자의 그림
Edgar_Degas	Edgar_Degas_99.jpg	a painting of two women sitting on the floor	바닥에 앉아 있는 두 여자의 그림
Edgar_Degas	Edgar_Degas_100.jpg	a painting of people riding horses in a field	밭에서 말을 타는 사람들의 그림
Edgar_Degas	Edgar_Degas_101.jpg	a painting of people riding horses in a field	밭에서 말을 타는 사람들의 그림
Edgar_Degas	Edgar_Degas_102.jpg	a painting of people riding horses in a field	밭에서 말을 타는 사람들의 그림
Edgar_Degas	Edgar_Degas_103.jpg	a painting of people riding horses in a field	밭에서 말을 타는 사람들의 그림
Edgar_Degas	Edgar_Degas_104.jpg	a painting of people riding horses in a field	밭에서 말을 타는 사람들의 그림
Edgar_Degas	Edgar_Degas_105.jpg	a group of people riding horses in a field	밭에서 말을 타는 사람들 무리
Edgar_Degas	Edgar_Degas_106.jpg	a drawing of a woman sitting in a chair	의자에 앉아 있는 여자의 그림
Edgar_Degas	Edgar_Degas_107.jpg	a painting of a woman and a horse	여자와 말의 그림
Edgar_Degas	Edgar_Degas_108.jpg	a painting of a group of dogs running	달리는 개 한 무리의 그림
Edgar_Degas	Edgar_Degas_109.jpg	a painting of a woman brushing a dog	개를 닦는 여자의 그림
Edgar_Degas	Edgar_Degas_110.jpg	a painting of a woman laying on a bed	침대에 누워 있는 여자의 그림
Edgar_Degas	Edgar_Degas_111.jpg	a portrait of a woman with her hand on her chest	가슴에 손을 얹은 여성의 초상화
Edgar_Degas	Edgar_Degas_112.jpg	an image of a painting of a woman in a red dress	붉은 드레스를 입은 여성의 그림
Edgar_Degas	Edgar_Degas_113.jpg	a painting of a woman sitting in a window	창문에 앉아 있는 여자의 그림
Edgar_Degas	Edgar_Degas_114.jpg	a painting of a woman standing next to a bed	침대 옆에 서 있는 여자의 그림
Edgar_Degas	Edgar_Degas_115.jpg	a painting of a man in a suit standing with his hands together	손을 맞잡고 서 있는 양복을 입은 남자의 그림
Edgar_Degas	Edgar_Degas_116.jpg	a painting of a woman and children standing in front of a window	창문 앞에 서 있는 여자와 아이들의 그림
Edgar_Degas	Edgar_Degas_117.jpg	a painting of a woman getting her hair brushed by another woman	다른 여자에게 머리를 닦는 여자의 그림
Edgar_Degas	Edgar_Degas_118.jpg	a drawing of a woman with her hand on her chest	가슴에 손을 얹은 여자의 그림
Edgar_Degas	Edgar_Degas_119.jpg	a woman sitting next to a vase of flowers	꽃병 옆에 앉은 여자
Edgar_Degas	Edgar_Degas_120.jpg	an image of a painting of a woman sewing	여자 바느질 그림의 이미지
Edgar_Degas	Edgar_Degas_121.jpg	a painting of a person laying on a bed	침대에 누워 있는 사람의 그림
Edgar_Degas	Edgar_Degas_122.jpg	a painting of a man standing in front of a counter	카운터 앞에 서 있는 남자의 그림
Edgar_Degas	Edgar_Degas_123.jpg	a painting of a man and a woman looking at each other	서로를 바라보는 남녀의 그림
Edgar_Degas	Edgar_Degas_124.jpg	a painting of a group of ballet dancers in front of a mirror	미러 앞에 있는 발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_125.jpg	a painting of a group of ballet dancers	발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_126.jpg	a painting of three ballet dancers standing in a room	방에 서 있는 발레 무용수 세 명의 그림
Edgar_Degas	Edgar_Degas_127.jpg	a painting of a ballet dancer in a tutu	과외에서 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_128.jpg	a painting of a woman sitting on a couch	소파에 앉아 있는 여자의 그림
Edgar_Degas	Edgar_Degas_129.jpg	a painting of a woman in a green dress standing in front of a mirror	미러 앞에 서 있는 초록색 드레스를 입은 여성의 그림
Edgar_Degas	Edgar_Degas_130.jpg	a group of people walking into a building with horses	말이 있는 건물로 걸어가는 사람들 무리
Edgar_Degas	Edgar_Degas_131.jpg	a painting of a woman in a dress	드레스를 입은 여성의 그림
Edgar_Degas	Edgar_Degas_132.jpg	a painting of a ballet dancer in front of a window	창문 앞에 있는 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_133.jpg	a painting of a dancer in a tutu	과외에서 춤을 추는 그림
Edgar_Degas	Edgar_Degas_134.jpg	a painting of a woman reading a book by a fire hydrant	한 여성이 화수대에 의해 책을 읽는 그림
Edgar_Degas	Edgar_Degas_135.jpg	a painting of a girl in a white dress leaning against a wall	벽에 기대어 있는 흰색 드레스를 입은 소녀의 그림
Edgar_Degas	Edgar_Degas_136.jpg	a painting of a little girl in a white dress	흰색 드레스를 입은 어린 소녀의 그림
Edgar_Degas	Edgar_Degas_137.jpg	a painting of a ballet dancer dancer in a green	녹색 무용수의 발레 그림
Edgar_Degas	Edgar_Degas_138.jpg	a painting of three women playing with a tennis racket	테니스 라켓으로 연주하는 세 여자의 그림
Edgar_Degas	Edgar_Degas_139.jpg	a painting of a girl standing in front of a wall	벽 앞에 서 있는 소녀의 그림
Edgar_Degas	Edgar_Degas_140.jpg	a painting of a ballet dancer in a tutu	과외에서 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_141.jpg	a painting of a man and woman sitting on a chair	의자에 앉아 있는 남녀의 그림
Edgar_Degas	Edgar_Degas_142.jpg	a painting of a ballet dancer in a blue dress	파란색 드레스를 입은 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_143.jpg	a painting of a ballerina standing in front of a mirror	거울 앞에 서 있는 발레리나 그림
Edgar_Degas	Edgar_Degas_144.jpg	a painting of a girl in a pink dress	분홍색 드레스를 입은 소녀의 그림
Edgar_Degas	Edgar_Degas_145.jpg	a painting of two ballet dancers in pink dresses	분홍색 드레스를 입은 두 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_146.jpg	a painting of a woman dancing by the ocean	바다에서 춤을 추는 여성의 그림
Edgar_Degas	Edgar_Degas_147.jpg	a painting of a woman leaning against a rock	암석에 기대어 있는 여성의 그림
Edgar_Degas	Edgar_Degas_148.jpg	a drawing of a dancer with her arms in the air	공중에서 팔을 들고 춤을 추는 그림
Edgar_Degas	Edgar_Degas_149.jpg	a painting of a ballet dancer holding her hat	그녀의 모자를 안고 있는 발레 댄서의 그림
Edgar_Degas	Edgar_Degas_150.jpg	a drawing of a woman with a orange knife	오렌지 칼을 든 여자의 그림
Edgar_Degas	Edgar_Degas_151.jpg	a painting of a ballet dancer in a tutu	과외에서 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_152.jpg	a portrait of a woman with her head turned to the side	머리를 가진 여자의 초상화
Edgar_Degas	Edgar_Degas_153.jpg	a painting of a dancer with a bag of flowers	꽃봉지를 가진 무용수의 그림
Edgar_Degas	Edgar_Degas_154.jpg	a painting of a ballet dancer in front of a group of dancers	무용수 모임 앞에 있는 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_155.jpg	a painting of a girl holding a fan	팬을 안고 있는 소녀의 그림
Edgar_Degas	Edgar_Degas_156.jpg	a drawing of a dancer with her arms crossed	팔짱을 끼고 춤을 추는 그림
Edgar_Degas	Edgar_Degas_157.jpg	a painting of a girl in a white dress holding a fan	하얀 드레스를 입은 여자아이가 팬을 안고 있는 그림
Edgar_Degas	Edgar_Degas_158.jpg	a drawing of two women embracing each other	서로 포옹하는 두 여자의 그림
Edgar_Degas	Edgar_Degas_159.jpg	a drawing of a ballet dancer	발레 무용수의 그림
Edgar_Degas	Edgar_Degas_160.jpg	a painting of a ballet dancer in a blue dress	파란색 드레스를 입은 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_161.jpg	a painting of a woman in a blue dress talking to a man	파란색 드레스를 입은 여성이 남성과 이야기하는 그림
Edgar_Degas	Edgar_Degas_162.jpg	a painting of a man in a red jacket standing on a wall	벽에 서 있는 붉은 재킷을 입은 남자의 그림
Edgar_Degas	Edgar_Degas_163.jpg	a painting of a group of ballet dancers	발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_164.jpg	a painting of a woman in a red dress	붉은 드레스를 입은 여성의 그림
Edgar_Degas	Edgar_Degas_165.jpg	a painting of a woman in a ballet dancer	발레 무용수를 입은 여성의 그림
Edgar_Degas	Edgar_Degas_166.jpg	a painting of three dancers in green costumes	초록색 의상을 입은 세 무용수의 그림
Edgar_Degas	Edgar_Degas_167.jpg	a painting of a dancer laying on the floor	바닥에 깔린 무용수의 그림
Edgar_Degas	Edgar_Degas_168.jpg	a painting of a woman standing in front of a table	테이블 앞에 서 있는 여자의 그림
Edgar_Degas	Edgar_Degas_169.jpg	a painting of three ballet dancers in a dance studio	댄스 스튜디오에서 발레 무용수 세 명이 그린 그림
Edgar_Degas	Edgar_Degas_170.jpg	a painting of three women wearing dresses and dancing	드레스를 입고 춤을 추는 세 여자의 그림
Edgar_Degas	Edgar_Degas_171.jpg	a painting of a girl in a pink dress	분홍색 드레스를 입은 소녀의 그림
Edgar_Degas	Edgar_Degas_172.jpg	a painting of two ballet dancers in a dance	무용수 두 명의 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_173.jpg	a painting of a man sitting on a chair	의자에 앉아 있는 남자의 그림
Edgar_Degas	Edgar_Degas_174.jpg	a painting of two ballet dancers in a room	방에 있는 두 개의 발레 무용수의 그림
Edgar_Degas	Edgar_Degas_175.jpg	a painting of a ballet dancer	발레 무용수의 그림
Edgar_Degas	Edgar_Degas_176.jpg	two women playing with a dog on the floor	바닥에 개를 두고 놀고 있는 두 여자
Edgar_Degas	Edgar_Degas_177.jpg	a painting of two women playing with a dog	개와 함께 놀고 있는 두 여자의 그림
Edgar_Degas	Edgar_Degas_178.jpg	a drawing of a woman standing next to a horse	말 옆에 서 있는 여자의 그림
Edgar_Degas	Edgar_Degas_179.jpg	two ballet dancers in a painting	그림 속 발레 무용수 두 명
Edgar_Degas	Edgar_Degas_180.jpg	a painting of a room with a woman sitting on a chair	의자에 앉은 여자가 있는 방의 그림
Edgar_Degas	Edgar_Degas_181.jpg	three women in blue dresses painting by painting artist	화가로부터 파란색 드레스를 입은 여성 3명
Edgar_Degas	Edgar_Degas_182.jpg	a painting of three ballet dancers	발레 무용수 세 명의 그림
Edgar_Degas	Edgar_Degas_183.jpg	a painting of women and a horse drinking water from a stream	하천에서 물을 마시는 여자와 말의 그림
Edgar_Degas	Edgar_Degas_184.jpg	a painting of a group of ballet dancers	발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_185.jpg	a painting of a group of ballet dancers	발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_186.jpg	a painting of a woman sitting on a bed	침대에 앉아 있는 여자의 그림
Edgar_Degas	Edgar_Degas_187.jpg	a painting of people riding horses	말을 타는 사람들의 그림
Edgar_Degas	Edgar_Degas_188.jpg	a painting of a group of ballet dancers	발레단체 무용수들의 그림
Edgar_Degas	Edgar_Degas_189.jpg	a painting of a group of women dancing	여자들이 춤을 추는 그룹의 그림
Edgar_Degas	Edgar_Degas_190.jpg	a painting of a group of dancers	무용수 모임의 그림
Edgar_Degas	Edgar_Degas_191.jpg	a painting of two ballet dancers	발레 무용수 두 명의 그림
Edgar_Degas	Edgar_Degas_192.jpg	a painting of a tree and people	나무와 사람들의 그림
Edgar_Degas	Edgar_Degas_193.jpg	a painting of two ballet dancers in a performance	공연에서 발레 무용수 두 명의 그림
Edgar_Degas	Edgar_Degas_194.jpg	a painting of a bedroom with a bed and a lamp	침대와 램프가 있는 침실 그림
Edgar_Degas	Edgar_Degas_195.jpg	a group of dancers in a painting	그림을 그린 무용수 무리
Edgar_Degas	Edgar_Degas_196.jpg	a painting of two women standing under an umbrella	우산 아래에 서 있는 두 여자의 그림
Edgar_Degas	Edgar_Degas_197.jpg	a painting of a woman standing in a field	밭에 서 있는 여성의 그림
Edgar_Degas	Edgar_Degas_198.jpg	two men in front of a painting of a guitar	기타 그림 앞에 있는 두 남자
Edgar_Degas	Edgar_Degas_199.jpg	a portrait of a man in a green shirt	초록색 셔츠를 입은 남자의 초상화
Edgar_Degas	Edgar_Degas_200.jpg	a painting of a man sitting on a couch	소파에 앉아 있는 남자의 그림
Edgar_Degas	Edgar_Degas_201.jpg	a painting of a man sitting at a desk	책상에 앉아 있는 남자의 그림
Edgar_Degas	Edgar_Degas_202.jpg	a painting of a woman sitting on a couch	소파에 앉아 있는 여자의 그림
Edgar_Degas	Edgar_Degas_203.jpg	a painting of a man sitting at a desk in a library	도서관 책상에 앉아 있는 남자의 그림
Edgar_Degas	Edgar_Degas_204.jpg	a painting of a man and a woman sitting on a chair	의자에 앉은 남자와 여자의 그림
Edgar_Degas	Edgar_Degas_205.jpg	a painting of a woman sitting in front of a computer	컴퓨터 앞에 앉아 있는 여성의 그림
Edgar_Degas	Edgar_Degas_206.jpg	a painting of a man and a woman sitting on a couch	남녀가 소파에 앉아 있는 그림
Edgar_Degas	Edgar_Degas_207.jpg	a drawing of a person wearing a suit and tie	양복과 넥타이를 입은 사람의 그림
Edgar_Degas	Edgar_Degas_208.jpg	a woman sitting on a couch with a cat	고양이와 함께 소파에 앉은 여자
Edgar_Degas	Edgar_Degas_209.jpg	a sketch of a woman in a brown dress	갈색 드레스를 입은 여성의 스케치
Edgar_Degas	Edgar_Degas_210.jpg	a portrait of a young woman with her hair in a ponytail	말꼬리에 머리를 얹은 젊은 여성의 초상화
Edgar_Degas	Edgar_Degas_211.jpg	a portrait of a man with long hair in a forest	숲속에 긴 머리를 한 남자의 초상화
Edgar_Degas	Edgar_Degas_212.jpg	a painting of a man sitting on a horse in a field	밭에 있는 말에 앉아 있는 남자의 그림
